,Unnamed: 0,Date,Holiday,Country,Alpha-2 code,Alpha-3 code,Numeric code,ISO 3166-2,Year
877,877,2017-02-28,Carnaval,brazil,BR,BRA,76,ISO 3166-2:BR,2017
878,878,2018-01-01,Ano novo,brazil,BR,BRA,76,ISO 3166-2:BR,2018
879,879,2018-04-21,Tiradentes,brazil,BR,BRA,76,ISO 3166-2:BR,2018
880,880,2018-05-01,Dia Mundial do Trabalho,brazil,BR,BRA,76,ISO 3166-2:BR,2018
881,881,2018-09-07,Independência do Brasil,brazil,BR,BRA,76,ISO 3166-2:BR,2018
882,882,2018-10-12,Nossa Senhora Aparecida,brazil,BR,BRA,76,ISO 3166-2:BR,2018
883,883,2018-11-02,Finados,brazil,BR,BRA,76,ISO 3166-2:BR,2018
884,884,2018-11-15,Proclamação da República,brazil,BR,BRA,76,ISO 3166-2:BR,2018
885,885,2018-12-25,Natal,brazil,BR,BRA,76,ISO 3166-2:BR,2018
886,886,2018-03-30,Sexta-feira Santa,brazil,BR,BRA,76,ISO 3166-2:BR,2018
887,887,2018-04-01,Páscoa,brazil,BR,BRA,76,ISO 3166-2:BR,2018
888,888,2018-05-31,Corpus Christi,brazil,BR,BRA,76,ISO 3166-2:BR,2018
889,889,2018-02-14,Quarta-feira de cinzas (Início da Quaresma),brazil,BR,BRA,76,ISO 3166-2:BR,2018
890,890,2018-02-13,Carnaval,brazil,BR,BRA,76,ISO 3166-2:BR,2018
891,891,2019-01-01,Ano novo,brazil,BR,BRA,76,ISO 3166-2:BR,2019
892,892,2019-04-21,"Páscoa, Tiradentes",brazil,BR,BRA,76,ISO 3166-2:BR,2019
893,893,2019-05-01,Dia Mundial do Trabalho,brazil,BR,BRA,76,ISO 3166-2:BR,2019
894,894,2019-09-07,Independência do Brasil,brazil,BR,BRA,76,ISO 3166-2:BR,2019
895,895,2019-10-12,Nossa Senhora Aparecida,brazil,BR,BRA,76,ISO 3166-2:BR,2019
896,896,2019-11-02,Finados,brazil,BR,BRA,76,ISO 3166-2:BR,2019
897,897,2019-11-15,Proclamação da República,brazil,BR,BRA,76,ISO 3166-2:BR,2019
898,898,2019-12-25,Natal,brazil,BR,BRA,76,ISO 3166-2:BR,2019
899,899,2019-04-19,Sexta-feira Santa,brazil,BR,BRA,76,ISO 3166-2:BR,2019
900,900,2019-06-20,Corpus Christi,brazil,BR,BRA,76,ISO 3166-2:BR,2019
901,901,2019-03-06,Quarta-feira de cinzas (Início da Quaresma),brazil,BR,BRA,76,ISO 3166-2:BR,2019
902,902,2019-03-05,Carnaval,brazil,BR,BRA,76,ISO 3166-2:BR,2019
903,903,2020-01-01,Ano novo,brazil,BR,BRA,76,ISO 3166-2:BR,2020
904,904,2020-04-21,Tiradentes,brazil,BR,BRA,76,ISO 3166-2:BR,2020
905,905,2020-05-01,Dia Mundial do Trabalho,brazil,BR,BRA,76,ISO 3166-2:BR,2020
906,906,2020-09-07,Independência do Brasil,brazil,BR,BRA,76,ISO 3166-2:BR,2020
907,907,2020-10-12,Nossa Senhora Aparecida,brazil,BR,BRA,76,ISO 3166-2:BR,2020
908,908,2020-11-02,Finados,brazil,BR,BRA,76,ISO 3166-2:BR,2020
909,909,2020-11-15,Proclamação da República,brazil,BR,BRA,76,ISO 3166-2:BR,2020
910,910,2020-12-25,Natal,brazil,BR,BRA,76,ISO 3166-2:BR,2020
911,911,2020-04-10,Sexta-feira Santa,brazil,BR,BRA,76,ISO 3166-2:BR,2020
912,912,2020-04-12,Páscoa,brazil,BR,BRA,76,ISO 3166-2:BR,2020
913,913,2020-06-11,Corpus Christi,brazil,BR,BRA,76,ISO 3166-2:BR,2020
914,914,2020-02-26,Quarta-feira de cinzas (Início da Quaresma),brazil,BR,BRA,76,ISO 3166-2:BR,2020
915,915,2020-02-25,Carnaval,brazil,BR,BRA,76,ISO 3166-2:BR,2020
916,916,2021-01-01,Ano novo,brazil,BR,BRA,76,ISO 3166-2:BR,2021
917,917,2021-04-21,Tiradentes,brazil,BR,BRA,76,ISO 3166-2:BR,2021
918,918,2021-05-01,Dia Mundial do Trabalho,brazil,BR,BRA,76,ISO 3166-2:BR,2021
919,919,2021-09-07,Independência do Brasil,brazil,BR,BRA,76,ISO 3166-2:BR,2021
920,920,2021-10-12,Nossa Senhora Aparecida,brazil,BR,BRA,76,ISO 3166-2:BR,2021
921,921,2021-11-02,Finados,brazil,BR,BRA,76,ISO 3166-2:BR,2021
922,922,2021-11-15,Proclamação da República,brazil,BR,BRA,76,ISO 3166-2:BR,2021
923,923,2021-12-25,Natal,brazil,BR,BRA,76,ISO 3166-2:BR,2021
924,924,2021-04-02,Sexta-feira Santa,brazil,BR,BRA,76,ISO 3166-2:BR,2021
925,925,2021-04-04,Páscoa,brazil,BR,BRA,76,ISO 3166-2:BR,2021
926,926,2021-06-03,Corpus Christi,brazil,BR,BRA,76,ISO 3166-2:BR,2021
927,927,2021-02-17,Quarta-feira de cinzas (Início da Quaresma),brazil,BR,BRA,76,ISO 3166-2:BR,2021
928,928,2021-02-16,Carnaval,brazil,BR,BRA,76,ISO 3166-2:BR,2021
929,929,2022-01-01,Ano novo,brazil,BR,BRA,76,ISO 3166-2:BR,2022
930,930,2022-04-21,Tiradentes,brazil,BR,BRA,76,ISO 3166-2:BR,2022
931,931,2022-05-01,Dia Mundial do Trabalho,brazil,BR,BRA,76,ISO 3166-2:BR,2022
932,932,2022-09-07,Independência do Brasil,brazil,BR,BRA,76,ISO 3166-2:BR,2022
933,933,2022-10-12,Nossa Senhora Aparecida,brazil,BR,BRA,76,ISO 3166-2:BR,2022
934,934,2022-11-02,Finados,brazil,BR,BRA,76,ISO 3166-2:BR,2022
935,935,2022-11-15,Proclamação da República,brazil,BR,BRA,76,ISO 3166-2:BR,2022
936,936,2022-12-25,Natal,brazil,BR,BRA,76,ISO 3166-2:BR,2022
937,937,2022-04-15,Sexta-feira Santa,brazil,BR,BRA,76,ISO 3166-2:BR,2022
938,938,2022-04-17,Páscoa,brazil,BR,BRA,76,ISO 3166-2:BR,2022
939,939,2022-06-16,Corpus Christi,brazil,BR,BRA,76,ISO 3166-2:BR,2022
940,940,2022-03-02,Quarta-feira de cinzas (Início da Quaresma),brazil,BR,BRA,76,ISO 3166-2:BR,2022
941,941,2022-03-01,Carnaval,brazil,BR,BRA,76,ISO 3166-2:BR,2022
942,942,2016-01-01,New Year's Day,canada,CA,CAN,124,ISO 3166-2:CA,2016
943,943,2016-03-25,Good Friday,canada,CA,CAN,124,ISO 3166-2:CA,2016
944,944,2016-05-23,Victoria Day,canada,CA,CAN,124,ISO 3166-2:CA,2016
945,945,2016-07-01,Canada Day,canada,CA,CAN,124,ISO 3166-2:CA,2016
946,946,2016-09-05,Labour Day,canada,CA,CAN,124,ISO 3166-2:CA,2016
947,947,2016-10-10,Thanksgiving,canada,CA,CAN,124,ISO 3166-2:CA,2016
948,948,2016-11-11,Remembrance Day,canada,CA,CAN,124,ISO 3166-2:CA,2016
949,949,2016-12-25,Christmas Day,canada,CA,CAN,124,ISO 3166-2:CA,2016
950,950,2016-12-26,Christmas Day (Observed),canada,CA,CAN,124,ISO 3166-2:CA,2016
951,951,2016-12-27,Boxing Day (Observed),canada,CA,CAN,124,ISO 3166-2:CA,2016
952,952,2017-01-01,New Year's Day,canada,CA,CAN,124,ISO 3166-2:CA,2017
953,953,2017-01-02,New Year's Day (Observed),canada,CA,CAN,124,ISO 3166-2:CA,2017
954,954,2017-04-14,Good Friday,canada,CA,CAN,124,ISO 3166-2:CA,2017
955,955,2017-05-22,Victoria Day,canada,CA,CAN,124,ISO 3166-2:CA,2017
956,956,2017-07-01,Canada Day,canada,CA,CAN,124,ISO 3166-2:CA,2017
957,957,2017-07-03,Canada Day (Observed),canada,CA,CAN,124,ISO 3166-2:CA,2017
958,958,2017-09-04,Labour Day,canada,CA,CAN,124,ISO 3166-2:CA,2017
959,959,2017-10-09,Thanksgiving,canada,CA,CAN,124,ISO 3166-2:CA,2017
960,960,2017-11-11,Remembrance Day,canada,CA,CAN,124,ISO 3166-2:CA,2017
961,961,2017-12-25,Christmas Day,canada,CA,CAN,124,ISO 3166-2:CA,2017
962,962,2017-12-26,Boxing Day,canada,CA,CAN,124,ISO 3166-2:CA,2017
963,963,2018-01-01,New Year's Day,canada,CA,CAN,124,ISO 3166-2:CA,2018
964,964,2018-03-30,Good Friday,canada,CA,CAN,124,ISO 3166-2:CA,2018
965,965,2018-05-21,Victoria Day,canada,CA,CAN,124,ISO 3166-2:CA,2018
966,966,2018-07-01,Canada Day,canada,CA,CAN,124,ISO 3166-2:CA,2018
967,967,2018-07-02,Canada Day (Observed),canada,CA,CAN,124,ISO 3166-2:CA,2018
968,968,2018-09-03,Labour Day,canada,CA,CAN,124,ISO 3166-2:CA,2018
969,969,2018-10-08,Thanksgiving,canada,CA,CAN,124,ISO 3166-2:CA,2018
970,970,2018-11-11,Remembrance Day,canada,CA,CAN,124,ISO 3166-2:CA,2018
971,971,2018-12-25,Christmas Day,canada,CA,CAN,124,ISO 3166-2:CA,2018
972,972,2018-12-26,Boxing Day,canada,CA,CAN,124,ISO 3166-2:CA,2018
973,973,2019-01-01,New Year's Day,canada,CA,CAN,124,ISO 3166-2:CA,2019
974,974,2019-04-19,Good Friday,canada,CA,CAN,124,ISO 3166-2:CA,2019
975,975,2019-05-20,Victoria Day,canada,CA,CAN,124,ISO 3166-2:CA,2019
976,976,2019-07-01,Canada Day,canada,CA,CAN,124,ISO 3166-2:CA,2019
977,977,2019-09-02,Labour Day,canada,CA,CAN,124,ISO 3166-2:CA,2019
978,978,2019-10-14,Thanksgiving,canada,CA,CAN,124,ISO 3166-2:CA,2019
979,979,2019-11-11,Remembrance Day,canada,CA,CAN,124,ISO 3166-2:CA,2019
980,980,2019-12-25,Christmas Day,canada,CA,CAN,124,ISO 3166-2:CA,2019
981,981,2019-12-26,Boxing Day,canada,CA,CAN,124,ISO 3166-2:CA,2019
982,982,2020-01-01,New Year's Day,canada,CA,CAN,124,ISO 3166-2:CA,2020
983,983,2020-04-10,Good Friday,canada,CA,CAN,124,ISO 3166-2:CA,2020
984,984,2020-05-18,Victoria Day,canada,CA,CAN,124,ISO 3166-2:CA,2020
985,985,2020-07-01,Canada Day,canada,CA,CAN,124,ISO 3166-2:CA,2020
986,986,2020-09-07,Labour Day,canada,CA,CAN,124,ISO 3166-2:CA,2020
987,987,2020-10-12,Thanksgiving,canada,CA,CAN,124,ISO 3166-2:CA,2020
988,988,2020-11-11,Remembrance Day,canada,CA,CAN,124,ISO 3166-2:CA,2020
989,989,2020-12-25,Christmas Day,canada,CA,CAN,124,ISO 3166-2:CA,2020
990,990,2020-12-28,Boxing Day (Observed),canada,CA,CAN,124,ISO 3166-2:CA,2020
991,991,2021-01-01,New Year's Day,canada,CA,CAN,124,ISO 3166-2:CA,2021
992,992,2021-12-31,New Year's Day (Observed),canada,CA,CAN,124,ISO 3166-2:CA,2021
993,993,2021-04-02,Good Friday,canada,CA,CAN,124,ISO 3166-2:CA,2021
994,994,2021-05-24,Victoria Day,canada,CA,CAN,124,ISO 3166-2:CA,2021
995,995,2021-07-01,Canada Day,canada,CA,CAN,124,ISO 3166-2:CA,2021
996,996,2021-09-06,Labour Day,canada,CA,CAN,124,ISO 3166-2:CA,2021
997,997,2021-10-11,Thanksgiving,canada,CA,CAN,124,ISO 3166-2:CA,2021
998,998,2021-11-11,Remembrance Day,canada,CA,CAN,124,ISO 3166-2:CA,2021
999,999,2021-12-25,Christmas Day,canada,CA,CAN,124,ISO 3166-2:CA,2021
1000,1000,2021-12-24,Christmas Day (Observed),canada,CA,CAN,124,ISO 3166-2:CA,2021
1001,1001,2021-12-27,Boxing Day (Observed),canada,CA,CAN,124,ISO 3166-2:CA,2021
1002,1002,2022-01-01,New Year's Day,canada,CA,CAN,124,ISO 3166-2:CA,2022
1003,1003,2022-04-15,Good Friday,canada,CA,CAN,124,ISO 3166-2:CA,2022
1004,1004,2022-05-23,Victoria Day,canada,CA,CAN,124,ISO 3166-2:CA,2022
1005,1005,2022-07-01,Canada Day,canada,CA,CAN,124,ISO 3166-2:CA,2022
1006,1006,2022-09-05,Labour Day,canada,CA,CAN,124,ISO 3166-2:CA,2022
1007,1007,2022-10-10,Thanksgiving,canada,CA,CAN,124,ISO 3166-2:CA,2022
1008,1008,2022-11-11,Remembrance Day,canada,CA,CAN,124,ISO 3166-2:CA,2022
1009,1009,2022-12-25,Christmas Day,canada,CA,CAN,124,ISO 3166-2:CA,2022
1010,1010,2022-12-26,Christmas Day (Observed),canada,CA,CAN,124,ISO 3166-2:CA,2022
1011,1011,2022-12-27,Boxing Day (Observed),canada,CA,CAN,124,ISO 3166-2:CA,2022
1012,1012,2016-01-01,Neujahrestag,switzerland,CH,CHE,756,ISO 3166-2:CH,2016
1013,1013,2016-03-27,Ostern,switzerland,CH,CHE,756,ISO 3166-2:CH,2016
1014,1014,2016-03-25,Karfreitag,switzerland,CH,CHE,756,ISO 3166-2:CH,2016
1015,1015,2016-03-28,Ostermontag,switzerland,CH,CHE,756,ISO 3166-2:CH,2016
1016,1016,2016-05-05,Auffahrt,switzerland,CH,CHE,756,ISO 3166-2:CH,2016
1017,1017,2016-05-15,Pfingsten,switzerland,CH,CHE,756,ISO 3166-2:CH,2016
1018,1018,2016-05-16,Pfingstmontag,switzerland,CH,CHE,756,ISO 3166-2:CH,2016
1019,1019,2016-08-01,Nationalfeiertag,switzerland,CH,CHE,756,ISO 3166-2:CH,2016
1020,1020,2016-12-25,Weihnachten,switzerland,CH,CHE,756,ISO 3166-2:CH,2016
1021,1021,2017-01-01,Neujahrestag,switzerland,CH,CHE,756,ISO 3166-2:CH,2017
1022,1022,2017-04-16,Ostern,switzerland,CH,CHE,756,ISO 3166-2:CH,2017
1023,1023,2017-04-14,Karfreitag,switzerland,CH,CHE,756,ISO 3166-2:CH,2017
1024,1024,2017-04-17,Ostermontag,switzerland,CH,CHE,756,ISO 3166-2:CH,2017
1025,1025,2017-05-25,Auffahrt,switzerland,CH,CHE,756,ISO 3166-2:CH,2017
1026,1026,2017-06-04,Pfingsten,switzerland,CH,CHE,756,ISO 3166-2:CH,2017
1027,1027,2017-06-05,Pfingstmontag,switzerland,CH,CHE,756,ISO 3166-2:CH,2017
1028,1028,2017-08-01,Nationalfeiertag,switzerland,CH,CHE,756,ISO 3166-2:CH,2017
1029,1029,2017-12-25,Weihnachten,switzerland,CH,CHE,756,ISO 3166-2:CH,2017
1030,1030,2018-01-01,Neujahrestag,switzerland,CH,CHE,756,ISO 3166-2:CH,2018
1031,1031,2018-04-01,Ostern,switzerland,CH,CHE,756,ISO 3166-2:CH,2018
1032,1032,2018-03-30,Karfreitag,switzerland,CH,CHE,756,ISO 3166-2:CH,2018
1033,1033,2018-04-02,Ostermontag,switzerland,CH,CHE,756,ISO 3166-2:CH,2018
1034,1034,2018-05-10,Auffahrt,switzerland,CH,CHE,756,ISO 3166-2:CH,2018
1035,1035,2018-05-20,Pfingsten,switzerland,CH,CHE,756,ISO 3166-2:CH,2018
1036,1036,2018-05-21,Pfingstmontag,switzerland,CH,CHE,756,ISO 3166-2:CH,2018
1037,1037,2018-08-01,Nationalfeiertag,switzerland,CH,CHE,756,ISO 3166-2:CH,2018
1038,1038,2018-12-25,Weihnachten,switzerland,CH,CHE,756,ISO 3166-2:CH,2018
1039,1039,2019-01-01,Neujahrestag,switzerland,CH,CHE,756,ISO 3166-2:CH,2019
1040,1040,2019-04-21,Ostern,switzerland,CH,CHE,756,ISO 3166-2:CH,2019
1041,1041,2019-04-19,Karfreitag,switzerland,CH,CHE,756,ISO 3166-2:CH,2019
1042,1042,2019-04-22,Ostermontag,switzerland,CH,CHE,756,ISO 3166-2:CH,2019
1043,1043,2019-05-30,Auffahrt,switzerland,CH,CHE,756,ISO 3166-2:CH,2019
1044,1044,2019-06-09,Pfingsten,switzerland,CH,CHE,756,ISO 3166-2:CH,2019
1045,1045,2019-06-10,Pfingstmontag,switzerland,CH,CHE,756,ISO 3166-2:CH,2019
1046,1046,2019-08-01,Nationalfeiertag,switzerland,CH,CHE,756,ISO 3166-2:CH,2019
1047,1047,2019-12-25,Weihnachten,switzerland,CH,CHE,756,ISO 3166-2:CH,2019
1048,1048,2020-01-01,Neujahrestag,switzerland,CH,CHE,756,ISO 3166-2:CH,2020
1049,1049,2020-04-12,Ostern,switzerland,CH,CHE,756,ISO 3166-2:CH,2020
1050,1050,2020-04-10,Karfreitag,switzerland,CH,CHE,756,ISO 3166-2:CH,2020
1051,1051,2020-04-13,Ostermontag,switzerland,CH,CHE,756,ISO 3166-2:CH,2020
1052,1052,2020-05-21,Auffahrt,switzerland,CH,CHE,756,ISO 3166-2:CH,2020
1053,1053,2020-05-31,Pfingsten,switzerland,CH,CHE,756,ISO 3166-2:CH,2020
1054,1054,2020-06-01,Pfingstmontag,switzerland,CH,CHE,756,ISO 3166-2:CH,2020
1055,1055,2020-08-01,Nationalfeiertag,switzerland,CH,CHE,756,ISO 3166-2:CH,2020
1056,1056,2020-12-25,Weihnachten,switzerland,CH,CHE,756,ISO 3166-2:CH,2020
1057,1057,2021-01-01,Neujahrestag,switzerland,CH,CHE,756,ISO 3166-2:CH,2021
1058,1058,2021-04-04,Ostern,switzerland,CH,CHE,756,ISO 3166-2:CH,2021
1059,1059,2021-04-02,Karfreitag,switzerland,CH,CHE,756,ISO 3166-2:CH,2021
1060,1060,2021-04-05,Ostermontag,switzerland,CH,CHE,756,ISO 3166-2:CH,2021
1061,1061,2021-05-13,Auffahrt,switzerland,CH,CHE,756,ISO 3166-2:CH,2021
1062,1062,2021-05-23,Pfingsten,switzerland,CH,CHE,756,ISO 3166-2:CH,2021
1063,1063,2021-05-24,Pfingstmontag,switzerland,CH,CHE,756,ISO 3166-2:CH,2021
1064,1064,2021-08-01,Nationalfeiertag,switzerland,CH,CHE,756,ISO 3166-2:CH,2021
1065,1065,2021-12-25,Weihnachten,switzerland,CH,CHE,756,ISO 3166-2:CH,2021
1066,1066,2022-01-01,Neujahrestag,switzerland,CH,CHE,756,ISO 3166-2:CH,2022
1067,1067,2022-04-17,Ostern,switzerland,CH,CHE,756,ISO 3166-2:CH,2022
1068,1068,2022-04-15,Karfreitag,switzerland,CH,CHE,756,ISO 3166-2:CH,2022
1069,1069,2022-04-18,Ostermontag,switzerland,CH,CHE,756,ISO 3166-2:CH,2022
1070,1070,2022-05-26,Auffahrt,switzerland,CH,CHE,756,ISO 3166-2:CH,2022
1071,1071,2022-06-05,Pfingsten,switzerland,CH,CHE,756,ISO 3166-2:CH,2022
1072,1072,2022-06-06,Pfingstmontag,switzerland,CH,CHE,756,ISO 3166-2:CH,2022
1073,1073,2022-08-01,Nationalfeiertag,switzerland,CH,CHE,756,ISO 3166-2:CH,2022
1074,1074,2022-12-25,Weihnachten,switzerland,CH,CHE,756,ISO 3166-2:CH,2022
1075,1075,2016-01-01,Año Nuevo [New Year's Day],chile,CL,CHL,152,ISO 3166-2:CL,2016
1076,1076,2016-03-25,Semana Santa (Viernes Santo) [Good Friday)],chile,CL,CHL,152,ISO 3166-2:CL,2016
1077,1077,2016-03-26,Semana Santa (Sábado Santo) [Good Saturday)],chile,CL,CHL,152,ISO 3166-2:CL,2016
1078,1078,2016-03-27,Día de Pascuas [Easter Day],chile,CL,CHL,152,ISO 3166-2:CL,2016
1079,1079,2016-05-01,Día Nacional del Trabajo [Labour Day],chile,CL,CHL,152,ISO 3166-2:CL,2016
1080,1080,2016-05-21,Día de las Glorias Navales [Navy Day],chile,CL,CHL,152,ISO 3166-2:CL,2016
1081,1081,2016-06-29,San Pedro y San Pablo [Saint Peter and Saint Paul],chile,CL,CHL,152,ISO 3166-2:CL,2016
1082,1082,2016-07-16,Virgen del Carmen [Our Lady of Mount Carmel],chile,CL,CHL,152,ISO 3166-2:CL,2016
1083,1083,2016-08-15,Asunción de la Virgen [Assumption of Mary],chile,CL,CHL,152,ISO 3166-2:CL,2016
1084,1084,2016-09-18,Día de la Independencia [Independence Day],chile,CL,CHL,152,ISO 3166-2:CL,2016
1085,1085,2016-09-19,Día de las Glorias del Ejército [Army Day],chile,CL,CHL,152,ISO 3166-2:CL,2016
1086,1086,2016-10-12,Día del Respeto a la Diversidad [Day of the Meeting  of Two Worlds],chile,CL,CHL,152,ISO 3166-2:CL,2016
1087,1087,2016-10-31,Día Nacional de las Iglesias Evangélicas y Protestantes  [Reformation Day],chile,CL,CHL,152,ISO 3166-2:CL,2016
1088,1088,2016-11-01,Día de Todos los Santos [All Saints Day],chile,CL,CHL,152,ISO 3166-2:CL,2016
1089,1089,2016-12-08,La Inmaculada Concepción [Immaculate Conception],chile,CL,CHL,152,ISO 3166-2:CL,2016
1090,1090,2016-12-25,Navidad [Christmas],chile,CL,CHL,152,ISO 3166-2:CL,2016
1091,1091,2017-01-01,Año Nuevo [New Year's Day],chile,CL,CHL,152,ISO 3166-2:CL,2017
1092,1092,2017-01-02,Fiestas Patrias [Holiday],chile,CL,CHL,152,ISO 3166-2:CL,2017
1093,1093,2017-04-14,Semana Santa (Viernes Santo) [Good Friday)],chile,CL,CHL,152,ISO 3166-2:CL,2017
1094,1094,2017-04-15,Semana Santa (Sábado Santo) [Good Saturday)],chile,CL,CHL,152,ISO 3166-2:CL,2017
1095,1095,2017-04-16,Día de Pascuas [Easter Day],chile,CL,CHL,152,ISO 3166-2:CL,2017
1096,1096,2017-05-01,Día Nacional del Trabajo [Labour Day],chile,CL,CHL,152,ISO 3166-2:CL,2017
1097,1097,2017-05-21,Día de las Glorias Navales [Navy Day],chile,CL,CHL,152,ISO 3166-2:CL,2017
1098,1098,2017-06-29,San Pedro y San Pablo [Saint Peter and Saint Paul],chile,CL,CHL,152,ISO 3166-2:CL,2017
1099,1099,2017-07-16,Virgen del Carmen [Our Lady of Mount Carmel],chile,CL,CHL,152,ISO 3166-2:CL,2017
1100,1100,2017-08-15,Asunción de la Virgen [Assumption of Mary],chile,CL,CHL,152,ISO 3166-2:CL,2017
1101,1101,2017-09-18,Día de la Independencia [Independence Day],chile,CL,CHL,152,ISO 3166-2:CL,2017
1102,1102,2017-09-19,Día de las Glorias del Ejército [Army Day],chile,CL,CHL,152,ISO 3166-2:CL,2017
1103,1103,2017-10-12,Día del Respeto a la Diversidad [Day of the Meeting  of Two Worlds],chile,CL,CHL,152,ISO 3166-2:CL,2017
1104,1104,2017-10-31,Día Nacional de las Iglesias Evangélicas y Protestantes  [Reformation Day],chile,CL,CHL,152,ISO 3166-2:CL,2017
1105,1105,2017-11-01,Día de Todos los Santos [All Saints Day],chile,CL,CHL,152,ISO 3166-2:CL,2017
1106,1106,2017-12-08,La Inmaculada Concepción [Immaculate Conception],chile,CL,CHL,152,ISO 3166-2:CL,2017
1107,1107,2017-12-25,Navidad [Christmas],chile,CL,CHL,152,ISO 3166-2:CL,2017
1108,1108,2018-01-01,Año Nuevo [New Year's Day],chile,CL,CHL,152,ISO 3166-2:CL,2018
1109,1109,2018-03-30,Semana Santa (Viernes Santo) [Good Friday)],chile,CL,CHL,152,ISO 3166-2:CL,2018
1110,1110,2018-03-31,Semana Santa (Sábado Santo) [Good Saturday)],chile,CL,CHL,152,ISO 3166-2:CL,2018
1111,1111,2018-04-01,Día de Pascuas [Easter Day],chile,CL,CHL,152,ISO 3166-2:CL,2018
1112,1112,2018-05-01,Día Nacional del Trabajo [Labour Day],chile,CL,CHL,152,ISO 3166-2:CL,2018
1113,1113,2018-05-21,Día de las Glorias Navales [Navy Day],chile,CL,CHL,152,ISO 3166-2:CL,2018
1114,1114,2018-06-29,San Pedro y San Pablo [Saint Peter and Saint Paul],chile,CL,CHL,152,ISO 3166-2:CL,2018
1115,1115,2018-07-16,Virgen del Carmen [Our Lady of Mount Carmel],chile,CL,CHL,152,ISO 3166-2:CL,2018
1116,1116,2018-08-15,Asunción de la Virgen [Assumption of Mary],chile,CL,CHL,152,ISO 3166-2:CL,2018
1117,1117,2018-09-17,Fiestas Patrias [Holiday],chile,CL,CHL,152,ISO 3166-2:CL,2018
1118,1118,2018-09-18,Día de la Independencia [Independence Day],chile,CL,CHL,152,ISO 3166-2:CL,2018
1119,1119,2018-09-19,Día de las Glorias del Ejército [Army Day],chile,CL,CHL,152,ISO 3166-2:CL,2018
1120,1120,2018-10-12,Día del Respeto a la Diversidad [Day of the Meeting  of Two Worlds],chile,CL,CHL,152,ISO 3166-2:CL,2018
1121,1121,2018-10-31,Día Nacional de las Iglesias Evangélicas y Protestantes  [Reformation Day],chile,CL,CHL,152,ISO 3166-2:CL,2018
1122,1122,2018-11-01,Día de Todos los Santos [All Saints Day],chile,CL,CHL,152,ISO 3166-2:CL,2018
1123,1123,2018-12-08,La Inmaculada Concepción [Immaculate Conception],chile,CL,CHL,152,ISO 3166-2:CL,2018
1124,1124,2018-12-25,Navidad [Christmas],chile,CL,CHL,152,ISO 3166-2:CL,2018
1125,1125,2019-01-01,Año Nuevo [New Year's Day],chile,CL,CHL,152,ISO 3166-2:CL,2019
1126,1126,2019-04-19,Semana Santa (Viernes Santo) [Good Friday)],chile,CL,CHL,152,ISO 3166-2:CL,2019
1127,1127,2019-04-20,Semana Santa (Sábado Santo) [Good Saturday)],chile,CL,CHL,152,ISO 3166-2:CL,2019
1128,1128,2019-04-21,Día de Pascuas [Easter Day],chile,CL,CHL,152,ISO 3166-2:CL,2019
1129,1129,2019-05-01,Día Nacional del Trabajo [Labour Day],chile,CL,CHL,152,ISO 3166-2:CL,2019
1130,1130,2019-05-21,Día de las Glorias Navales [Navy Day],chile,CL,CHL,152,ISO 3166-2:CL,2019
1131,1131,2019-06-29,San Pedro y San Pablo [Saint Peter and Saint Paul],chile,CL,CHL,152,ISO 3166-2:CL,2019
1132,1132,2019-07-16,Virgen del Carmen [Our Lady of Mount Carmel],chile,CL,CHL,152,ISO 3166-2:CL,2019
1133,1133,2019-08-15,Asunción de la Virgen [Assumption of Mary],chile,CL,CHL,152,ISO 3166-2:CL,2019
1134,1134,2019-09-18,Día de la Independencia [Independence Day],chile,CL,CHL,152,ISO 3166-2:CL,2019
1135,1135,2019-09-19,Día de las Glorias del Ejército [Army Day],chile,CL,CHL,152,ISO 3166-2:CL,2019
1136,1136,2019-09-20,Fiestas Patrias [Holiday],chile,CL,CHL,152,ISO 3166-2:CL,2019
1137,1137,2019-10-12,Día del Respeto a la Diversidad [Day of the Meeting  of Two Worlds],chile,CL,CHL,152,ISO 3166-2:CL,2019
1138,1138,2019-10-31,Día Nacional de las Iglesias Evangélicas y Protestantes  [Reformation Day],chile,CL,CHL,152,ISO 3166-2:CL,2019
1139,1139,2019-11-01,Día de Todos los Santos [All Saints Day],chile,CL,CHL,152,ISO 3166-2:CL,2019
1140,1140,2019-12-08,La Inmaculada Concepción [Immaculate Conception],chile,CL,CHL,152,ISO 3166-2:CL,2019
1141,1141,2019-12-25,Navidad [Christmas],chile,CL,CHL,152,ISO 3166-2:CL,2019
1142,1142,2020-01-01,Año Nuevo [New Year's Day],chile,CL,CHL,152,ISO 3166-2:CL,2020
1143,1143,2020-04-10,Semana Santa (Viernes Santo) [Good Friday)],chile,CL,CHL,152,ISO 3166-2:CL,2020
1144,1144,2020-04-11,Semana Santa (Sábado Santo) [Good Saturday)],chile,CL,CHL,152,ISO 3166-2:CL,2020
1145,1145,2020-04-12,Día de Pascuas [Easter Day],chile,CL,CHL,152,ISO 3166-2:CL,2020
1146,1146,2020-05-01,Día Nacional del Trabajo [Labour Day],chile,CL,CHL,152,ISO 3166-2:CL,2020
1147,1147,2020-05-21,Día de las Glorias Navales [Navy Day],chile,CL,CHL,152,ISO 3166-2:CL,2020
1148,1148,2020-06-29,San Pedro y San Pablo [Saint Peter and Saint Paul],chile,CL,CHL,152,ISO 3166-2:CL,2020
